  4.4212444E-05  2.4842033E-05 -7.1804379E-06
  3.3676217E-05  2.7529997E-05 -5.4503689E-06
  2.2701484E-05  2.9497731E-05 -3.6650335E-06
  1.1426869E-05  3.0697905E-05 -1.8420512E-06
  0.0000000E+00  3.1101263E-05  0.0000000E+00
 -1.1426869E-05  3.0697905E-05  1.8420512E-06
 -2.2701484E-05  2.9497731E-05  3.6650335E-06
 -3.3676217E-05  2.7529997E-05  5.4503689E-06
 -4.4212444E-05  2.4842033E-05  7.1804379E-06
 -5.4184427E-05  2.1497213E-05  8.8390034E-06
 -6.3482570E-05  1.7572300E-05  1.0411567E-05
 -7.2015820E-05  1.3154360E-05  1.1885655E-05
 -7.9713216E-05  8.3374262E-06  1.3251011E-05
 -8.6524553E-05  3.2191124E-06  1.4499707E-05
 -9.2420181E-05 -2.1026403E-06  1.5626161E-05
 -9.7390075E-05 -7.5325311E-06  1.6627089E-05
 -1.0144223E-04 -1.2980464E-05  1.7501372E-05
 -1.0460064E-04 -1.8363629E-05  1.8249884E-05
 -1.0690295E-04 -2.3608065E-05  1.8875262E-05
 -1.0839786E-04 -2.8649694E-05  1.9381667E-05
 -1.0914264E-04 -3.3434870E-05  1.9774519E-05
 -1.0920060E-04 -3.7920472E-05  2.0060241E-05
 -1.0863881E-04 -4.2073658E-05  2.0245994E-05
 -1.0752602E-04 -4.5871264E-05  2.0339457E-05
 -1.0593091E-04 -4.9299026E-05  2.0348596E-05
 -1.0392059E-04 -5.2350646E-05  2.0281486E-05
 -1.0155940E-04 -5.5026740E-05  2.0146152E-05
 -9.8908029E-05 -5.7333804E-05  1.9950423E-05
 -9.6022886E-05 -5.9283157E-05  1.9701838E-05
 -9.2955663E-05 -6.0889961E-05  1.9407562E-05
 -8.9753135E-05 -6.2172294E-05  1.9074323E-05
 -8.6457134E-05 -6.3150343E-05  1.8708379E-05
 -8.3104598E-05 -6.3845655E-05  1.8315488E-05
 -7.9727761E-05 -6.4280539E-05  1.7900911E-05
 -7.6354430E-05 -6.4477528E-05  1.7469409E-05
 -7.3008268E-05 -6.4458960E-05  1.7025253E-05
 -6.9709145E-05 -6.4246618E-05  1.6572256E-05
 -6.6473462E-05 -6.3861495E-05  1.6113783E-05
 -6.3314532E-05 -6.3323569E-05  1.5652789E-05
 -6.0242914E-05 -6.2651692E-05  1.5191847E-05
 -5.7266745E-05 -6.1863466E-05  1.4733174E-05
 -5.4392032E-05 -6.0975242E-05  1.4278669E-05
 -5.1622970E-05 -6.0002072E-05  1.3829940E-05
 -4.8962174E-05 -5.8957732E-05  1.3388331E-05
 -4.6410940E-05 -5.7854752E-05  1.2954956E-05
 -4.3969445E-05 -5.6704474E-05  1.2530718E-05
