0.000000000000000000e+00 -1.000000000000000000e+07
5.000000000000000000e+03 -1.000000000000000000e+07
1.000000000000000000e+04 -3.152223789503050223e+07
2.000000000000000000e+04 -3.177957685169513524e+07
3.000000000000000000e+04 -2.937126588821411133e+07
4.000000000000000000e+04 -2.483793383836746216e+07
5.000000000000000000e+04 -3.364894390106201172e+07
6.000000000000000000e+04 -3.745902824401855469e+07
7.000000000000000000e+04 -3.319349861145019531e+07
8.000000000000000000e+04 -2.691705489189643785e+07
9.000000000000000000e+04 -3.206449613966305554e+07
9.500000000000000000e+04 -1.000000000000000000e+07
1.000000000000000000e+05 -1.000000000000000000e+07
