000001 50.00000 0.00000 0.05000 0.00000 90.00000 0.00000
000002 50.00000 1.00000 0.05000 0.00000 90.00000 0.00000
000003 50.00000 2.00000 0.05000 0.00000 90.00000 0.00000
000004 50.00000 3.00000 0.05000 0.00000 90.00000 0.00000
000005 50.00000 4.00000 0.05000 0.00000 90.00000 0.00000
000006 50.00000 5.00000 0.05000 0.00000 90.00000 0.00000
000007 50.00000 6.00000 0.05000 0.00000 90.00000 0.00000
000008 50.00000 7.00000 0.05000 0.00000 90.00000 0.00000
000009 50.00000 8.00000 0.05000 0.00000 90.00000 0.00000
000010 50.00000 9.00000 0.05000 0.00000 90.00000 0.00000
000011 50.00000 10.00000 0.05000 0.00000 90.00000 0.00000
000012 50.00000 11.00000 0.05000 0.00000 90.00000 0.00000
000013 50.00000 12.00000 0.05000 0.00000 90.00000 0.00000
000014 50.00000 13.00000 0.05000 0.00000 90.00000 0.00000
000015 50.00000 14.00000 0.05000 0.00000 90.00000 0.00000
000016 50.00000 15.00000 0.05000 0.00000 90.00000 0.00000
000017 50.00000 16.00000 0.05000 0.00000 90.00000 0.00000
000018 50.00000 17.00000 0.05000 0.00000 90.00000 0.00000
000019 50.00000 18.00000 0.05000 0.00000 90.00000 0.00000
000020 50.00000 19.00000 0.05000 0.00000 90.00000 0.00000
000021 50.00000 20.00000 0.05000 0.00000 90.00000 0.00000
000022 50.00000 21.00000 0.05000 0.00000 90.00000 0.00000
000023 50.00000 22.00000 0.05000 0.00000 90.00000 0.00000
000024 50.00000 23.00000 0.05000 0.00000 90.00000 0.00000
000025 50.00000 24.00000 0.05000 0.00000 90.00000 0.00000
000026 50.00000 25.00000 0.05000 0.00000 90.00000 0.00000
000027 50.00000 26.00000 0.05000 0.00000 90.00000 0.00000
000028 50.00000 27.00000 0.05000 0.00000 90.00000 0.00000
000029 50.00000 28.00000 0.05000 0.00000 90.00000 0.00000
000030 50.00000 29.00000 0.05000 0.00000 90.00000 0.00000
000031 50.00000 30.00000 0.05000 0.00000 90.00000 0.00000
000032 50.00000 31.00000 0.05000 0.00000 90.00000 0.00000
000033 50.00000 32.00000 0.05000 0.00000 90.00000 0.00000
000034 50.00000 33.00000 0.05000 0.00000 90.00000 0.00000
000035 50.00000 34.00000 0.05000 0.00000 90.00000 0.00000
000036 50.00000 35.00000 0.05000 0.00000 90.00000 0.00000
000037 50.00000 36.00000 0.05000 0.00000 90.00000 0.00000
000038 50.00000 37.00000 0.05000 0.00000 90.00000 0.00000
000039 50.00000 38.00000 0.05000 0.00000 90.00000 0.00000
000040 50.00000 39.00000 0.05000 0.00000 90.00000 0.00000
000041 50.00000 40.00000 0.05000 0.00000 90.00000 0.00000
000042 50.00000 41.00000 0.05000 0.00000 90.00000 0.00000
000043 50.00000 42.00000 0.05000 0.00000 90.00000 0.00000
000044 50.00000 43.00000 0.05000 0.00000 90.00000 0.00000
000045 50.00000 44.00000 0.05000 0.00000 90.00000 0.00000
000046 50.00000 45.00000 0.05000 0.00000 90.00000 0.00000
000047 50.00000 46.00000 0.05000 0.00000 90.00000 0.00000
000048 50.00000 47.00000 0.05000 0.00000 90.00000 0.00000
000049 50.00000 48.00000 0.05000 0.00000 90.00000 0.00000
000050 50.00000 49.00000 0.05000 0.00000 90.00000 0.00000
000051 50.00000 50.00000 0.05000 0.00000 90.00000 0.00000
000052 50.00000 51.00000 0.05000 0.00000 90.00000 0.00000
000053 50.00000 52.00000 0.05000 0.00000 90.00000 0.00000
000054 50.00000 53.00000 0.05000 0.00000 90.00000 0.00000
000055 50.00000 54.00000 0.05000 0.00000 90.00000 0.00000
000056 50.00000 55.00000 0.05000 0.00000 90.00000 0.00000
000057 50.00000 56.00000 0.05000 0.00000 90.00000 0.00000
000058 50.00000 57.00000 0.05000 0.00000 90.00000 0.00000
000059 50.00000 58.00000 0.05000 0.00000 90.00000 0.00000
000060 50.00000 59.00000 0.05000 0.00000 90.00000 0.00000
000061 50.00000 60.00000 0.05000 0.00000 90.00000 0.00000
000062 50.00000 61.00000 0.05000 0.00000 90.00000 0.00000
000063 50.00000 62.00000 0.05000 0.00000 90.00000 0.00000
000064 50.00000 63.00000 0.05000 0.00000 90.00000 0.00000
000065 50.00000 64.00000 0.05000 0.00000 90.00000 0.00000
000066 50.00000 65.00000 0.05000 0.00000 90.00000 0.00000
000067 50.00000 66.00000 0.05000 0.00000 90.00000 0.00000
000068 50.00000 67.00000 0.05000 0.00000 90.00000 0.00000
000069 50.00000 68.00000 0.05000 0.00000 90.00000 0.00000
000070 50.00000 69.00000 0.05000 0.00000 90.00000 0.00000
000071 50.00000 70.00000 0.05000 0.00000 90.00000 0.00000
000072 50.00000 71.00000 0.05000 0.00000 90.00000 0.00000
