0 80000 0 
1000 80000 0 
2000 80000 0 
3000 80000 0 
4000 80000 0 
5000 80000 0 
6000 80000 0 
7000 80000 0 
8000 80000 0 
9000 80000 0 
10000 80000 0 
11000 80000 0 
12000 80000 0 
13000 80000 0 
14000 80000 0 
15000 80000 0 
16000 80000 0 
17000 80000 0 
18000 80000 0 
19000 80000 0 
20000 80000 0 
21000 80000 0 
22000 80000 0 
23000 80000 0 
24000 80000 0 
25000 80000 0 
26000 80000 0 
27000 80000 0 
28000 80000 0 
29000 80000 0 
30000 80000 0 
31000 80000 0 
32000 80000 0 
33000 80000 0 
34000 80000 0 
35000 80000 0 
36000 80000 0 
37000 80000 0 
38000 80000 0 
39000 80000 0 
40000 80000 0 
41000 80000 0 
42000 80000 0 
43000 80000 0 
44000 80000 0 
45000 80000 0 
46000 80000 0 
47000 80000 0 
48000 80000 0 
49000 80000 0 
50000 80000 0 
51000 80000 0 
52000 80000 0 
53000 80000 0 
54000 80000 0 
55000 80000 0 
56000 80000 0 
57000 80000 0 
58000 80000 0 
59000 80000 0 
60000 80000 0 
61000 80000 0 
62000 80000 0 
63000 80000 0 
64000 80000 0 
65000 80000 0 
66000 80000 0 
67000 80000 0 
68000 80000 0 
69000 80000 0 
70000 80000 0 
71000 80000 0 
72000 80000 0 
73000 80000 0 
74000 80000 0 
75000 80000 0 
76000 80000 0 
77000 80000 0 
78000 80000 0 
79000 80000 0 
80000 80000 0 
81000 80000 0 
82000 80000 0 
83000 80000 0 
84000 80000 0 
85000 80000 0 
86000 80000 0 
87000 80000 0 
88000 80000 0 
89000 80000 0 
90000 80000 0 
91000 80000 0 
92000 80000 0 
93000 80000 0 
94000 80000 0 
95000 80000 0 
96000 80000 0 
97000 80000 0 
98000 80000 0 
99000 80000 0 
100000 80000 0 
