0.000000000000000000e+00 1.199999999999999956e+00
5.000000000000000000e+03 1.199999999999999956e+00
1.000000000000000000e+04 5.471028958349598570e-01
2.000000000000000000e+04 6.234138644777054150e-01
3.000000000000000000e+04 5.333554983139038308e-01
4.000000000000000000e+04 4.380399614572525469e-01
5.000000000000000000e+04 6.004226088523865190e-01
6.000000000000000000e+04 6.946812629699707919e-01
7.000000000000000000e+04 6.077827016512553637e-01
8.000000000000000000e+04 5.021380823947984018e-01
9.000000000000000000e+04 5.919049016416296771e-01
9.500000000000000000e+04 1.199999999999999956e+00
1.000000000000000000e+05 1.199999999999999956e+00
